fotograma,tipo_objeto,confianza_objeto,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1353,car,0.342,854,1428,324,1478,377,0,0.0,-1,-1,-1,-1,
1353,car,0.243,888,1199,314,1242,343,0,0.0,-1,-1,-1,-1,
1353,car,0.729,889,1116,302,1192,363,0,0.0,-1,-1,-1,-1,
1353,car,0.414,890,1387,323,1444,369,0,0.0,-1,-1,-1,-1,
1353,car,0.516,896,1367,323,1397,357,0,0.0,-1,-1,-1,-1,
1353,person,0.791,792,559,272,622,431,0,0.0,-1,-1,-1,-1,
1353,person,0.71,803,487,289,543,425,0,0.0,-1,-1,-1,-1,
1353,car,0.534,911,1339,322,1380,354,0,0.0,-1,-1,-1,-1,
1354,car,0.319,642,1216,317,1248,341,0,0.0,-1,-1,-1,-1,
1354,car,0.609,813,1281,320,1328,355,0,0.0,-1,-1,-1,-1,
1354,car,0.281,823,1250,316,1281,341,0,0.0,-1,-1,-1,-1,
1354,car,0.893,839,782,299,1069,484,1,0.777,835,421,902,439,
1354,car,0.415,848,1457,323,1513,382,0,0.0,-1,-1,-1,-1,
1354,car,0.441,850,1430,323,1506,379,0,0.0,-1,-1,-1,-1,
1354,car,0.5,868,1384,324,1436,361,0,0.0,-1,-1,-1,-1,
1354,car,0.354,854,1429,324,1478,377,0,0.0,-1,-1,-1,-1,
1354,car,0.252,888,1197,314,1240,343,0,0.0,-1,-1,-1,-1,
1354,car,0.735,889,1116,302,1191,364,0,0.0,-1,-1,-1,-1,
1354,car,0.42,890,1387,323,1444,369,0,0.0,-1,-1,-1,-1,
1354,car,0.521,896,1366,323,1397,357,0,0.0,-1,-1,-1,-1,
1354,person,0.789,792,562,275,623,431,0,0.0,-1,-1,-1,-1,
1354,person,0.736,803,488,289,543,424,0,0.0,-1,-1,-1,-1,
1354,car,0.527,911,1340,322,1382,354,0,0.0,-1,-1,-1,-1,
1355,car,0.291,642,1216,317,1248,341,0,0.0,-1,-1,-1,-1,
1355,car,0.558,813,1280,322,1327,355,0,0.0,-1,-1,-1,-1,
1355,car,0.241,823,1250,316,1280,340,0,0.0,-1,-1,-1,-1,
1355,car,0.901,839,765,299,1063,488,1,0.737,819,425,888,443,
1355,car,0.423,848,1457,323,1513,382,0,0.0,-1,-1,-1,-1,
1355,car,0.447,850,1430,323,1507,380,0,0.0,-1,-1,-1,-1,
1355,car,0.504,868,1384,324,1435,361,0,0.0,-1,-1,-1,-1,
1355,car,0.35,854,1428,324,1478,377,0,0.0,-1,-1,-1,-1,
1355,car,0.227,888,1198,313,1241,342,0,0.0,-1,-1,-1,-1,
1355,car,0.742,889,1116,302,1191,366,0,0.0,-1,-1,-1,-1,
1355,car,0.414,890,1387,323,1444,369,0,0.0,-1,-1,-1,-1,
1355,car,0.512,896,1367,323,1397,357,0,0.0,-1,-1,-1,-1,
1355,person,0.816,792,565,278,624,430,0,0.0,-1,-1,-1,-1,
1355,person,0.712,803,491,288,544,425,0,0.0,-1,-1,-1,-1,
1355,car,0.546,911,1340,323,1382,353,0,0.0,-1,-1,-1,-1,
1356,car,0.3,642,1215,317,1247,341,0,0.0,-1,-1,-1,-1,
1356,car,0.591,813,1280,321,1326,355,0,0.0,-1,-1,-1,-1,
1356,car,0.23,823,1250,316,1279,340,0,0.0,-1,-1,-1,-1,
1356,car,0.899,839,746,297,1058,494,1,0.74,802,429,872,447,
1356,car,0.419,848,1457,323,1513,382,0,0.0,-1,-1,-1,-1,
1356,car,0.441,850,1430,323,1506,380,0,0.0,-1,-1,-1,-1,
1356,car,0.505,868,1384,324,1435,361,0,0.0,-1,-1,-1,-1,
1356,car,0.352,854,1429,324,1478,377,0,0.0,-1,-1,-1,-1,
1356,car,0.225,888,1198,312,1241,342,0,0.0,-1,-1,-1,-1,
1356,car,0.719,889,1116,302,1192,366,0,0.0,-1,-1,-1,-1,
1356,car,0.423,890,1387,323,1444,369,0,0.0,-1,-1,-1,-1,
1356,car,0.528,896,1366,323,1397,357,0,0.0,-1,-1,-1,-1,
1356,person,0.817,792,567,279,623,430,0,0.0,-1,-1,-1,-1,
1356,person,0.725,803,493,288,545,424,0,0.0,-1,-1,-1,-1,
1356,car,0.561,911,1340,322,1382,353,0,0.0,-1,-1,-1,-1,
1357,car,0.267,642,1216,317,1248,341,0,0.0,-1,-1,-1,-1,
1357,car,0.635,813,1281,321,1329,355,0,0.0,-1,-1,-1,-1,
1357,car,0.234,823,1251,316,1279,341,0,0.0,-1,-1,-1,-1,
1357,car,0.908,839,728,296,1050,500,1,0.664,783,433,854,454,
1357,car,0.427,848,1458,323,1513,382,0,0.0,-1,-1,-1,-1,
1357,car,0.437,850,1430,323,1506,379,0,0.0,-1,-1,-1,-1,
1357,car,0.494,868,1384,324,1436,361,0,0.0,-1,-1,-1,-1,
1357,car,0.361,854,1429,324,1477,377,0,0.0,-1,-1,-1,-1,
1357,car,0.216,888,1195,311,1244,342,0,0.0,-1,-1,-1,-1,
1357,car,0.745,889,1114,302,1190,366,0,0.0,-1,-1,-1,-1,
1357,car,0.412,890,1387,323,1445,369,0,0.0,-1,-1,-1,-1,
1357,car,0.54,896,1365,322,1397,357,0,0.0,-1,-1,-1,-1,
1357,person,0.815,792,571,279,624,428,0,0.0,-1,-1,-1,-1,
1357,person,0.729,803,497,291,545,423,0,0.0,-1,-1,-1,-1,
1357,car,0.553,911,1341,322,1381,353,0,0.0,-1,-1,-1,-1,
1358,car,0.285,642,1216,316,1248,342,0,0.0,-1,-1,-1,-1,
1358,car,0.619,813,1281,321,1327,355,0,0.0,-1,-1,-1,-1,
1358,car,0.223,823,1251,316,1279,341,0,0.0,-1,-1,-1,-1,
1358,car,0.914,839,706,295,1044,508,1,0.691,762,438,836,459,
1358,car,0.424,848,1457,323,1513,381,0,0.0,-1,-1,-1,-1,
1358,car,0.44,850,1430,323,1506,379,0,0.0,-1,-1,-1,-1,
1358,car,0.491,868,1384,324,1436,361,0,0.0,-1,-1,-1,-1,
1358,car,0.356,854,1428,324,1477,377,0,0.0,-1,-1,-1,-1,
1358,car,0.223,888,1194,310,1241,343,0,0.0,-1,-1,-1,-1,
1358,car,0.736,889,1113,302,1189,367,0,0.0,-1,-1,-1,-1,
1358,car,0.422,890,1387,323,1445,369,0,0.0,-1,-1,-1,-1,
1358,car,0.543,896,1364,322,1397,356,0,0.0,-1,-1,-1,-1,
1358,person,0.775,792,575,275,625,427,0,0.0,-1,-1,-1,-1,
1358,person,0.763,803,498,293,548,423,0,0.0,-1,-1,-1,-1,
1358,car,0.548,911,1342,322,1381,353,0,0.0,-1,-1,-1,-1,
1358,car,0.384,924,980,306,1095,378,0,0.0,-1,-1,-1,-1,
1359,car,0.259,642,1216,316,1249,342,0,0.0,-1,-1,-1,-1,
1359,car,0.58,813,1279,321,1326,354,0,0.0,-1,-1,-1,-1,
1359,car,0.212,823,1251,317,1279,340,0,0.0,-1,-1,-1,-1,
1359,car,0.911,839,684,295,1036,516,1,0.727,739,444,818,465,
1359,car,0.42,848,1459,323,1514,381,0,0.0,-1,-1,-1,-1,
1359,car,0.426,850,1430,323,1505,379,0,0.0,-1,-1,-1,-1,
1359,car,0.475,868,1384,324,1435,361,0,0.0,-1,-1,-1,-1,
1359,car,0.373,854,1429,324,1477,377,0,0.0,-1,-1,-1,-1,
1359,car,0.198,888,1189,311,1240,345,0,0.0,-1,-1,-1,-1,
1359,car,0.74,889,1110,302,1188,368,0,0.0,-1,-1,-1,-1,
1359,car,0.398,890,1387,323,1445,370,0,0.0,-1,-1,-1,-1,
1359,car,0.548,896,1365,322,1397,356,0,0.0,-1,-1,-1,-1,
1359,person,0.791,792,578,272,626,425,0,0.0,-1,-1,-1,-1,
1359,person,0.807,803,501,292,550,424,0,0.0,-1,-1,-1,-1,
1359,car,0.538,911,1342,322,1381,352,0,0.0,-1,-1,-1,-1,
1359,car,0.267,924,985,305,1097,382,0,0.0,-1,-1,-1,-1,
1360,car,0.217,642,1218,316,1249,342,0,0.0,-1,-1,-1,-1,
1360,car,0.59,813,1277,321,1329,354,0,0.0,-1,-1,-1,-1,
1360,car,0.201,823,1252,317,1278,340,0,0.0,-1,-1,-1,-1,
1360,car,0.948,839,659,295,1028,522,1,0.728,713,449,798,473,
1360,car,0.407,848,1457,323,1513,381,0,0.0,-1,-1,-1,-1,
1360,car,0.431,850,1430,323,1505,379,0,0.0,-1,-1,-1,-1,
1360,car,0.472,868,1384,324,1436,361,0,0.0,-1,-1,-1,-1,
1360,car,0.362,854,1429,324,1478,377,0,0.0,-1,-1,-1,-1,
1360,car,0.157,888,1187,312,1236,346,0,0.0,-1,-1,-1,-1,
1360,car,0.721,889,1108,301,1189,369,0,0.0,-1,-1,-1,-1,
1360,car,0.411,890,1386,323,1446,370,0,0.0,-1,-1,-1,-1,
1360,car,0.543,896,1365,322,1397,356,0,0.0,-1,-1,-1,-1,
1360,person,0.824,792,580,270,628,425,0,0.0,-1,-1,-1,-1,
1360,person,0.837,803,502,292,551,424,0,0.0,-1,-1,-1,-1,
1360,car,0.531,911,1343,322,1382,352,0,0.0,-1,-1,-1,-1,
1360,car,0.467,924,981,305,1099,384,0,0.0,-1,-1,-1,-1,
1361,car,0.187,642,1219,316,1249,342,0,0.0,-1,-1,-1,-1,
1361,car,0.579,813,1275,319,1325,353,0,0.0,-1,-1,-1,-1,
1361,car,0.198,823,1252,317,1278,341,0,0.0,-1,-1,-1,-1,
1361,car,0.95,839,630,295,1021,530,1,0.737,688,455,775,478,
1361,car,0.419,848,1455,322,1514,381,0,0.0,-1,-1,-1,-1,
1361,car,0.441,850,1430,323,1510,380,0,0.0,-1,-1,-1,-1,
1361,car,0.477,868,1384,324,1437,361,0,0.0,-1,-1,-1,-1,
1361,car,0.378,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1361,car,0.143,888,1181,310,1229,348,0,0.0,-1,-1,-1,-1,
1361,car,0.749,889,1106,301,1188,370,0,0.0,-1,-1,-1,-1,
1361,car,0.412,890,1386,323,1446,370,0,0.0,-1,-1,-1,-1,
1361,car,0.546,896,1365,322,1397,356,0,0.0,-1,-1,-1,-1,
1361,person,0.808,792,580,268,630,424,0,0.0,-1,-1,-1,-1,
1361,person,0.789,803,502,292,553,423,0,0.0,-1,-1,-1,-1,
1361,car,0.525,911,1343,322,1383,353,0,0.0,-1,-1,-1,-1,
1361,car,0.378,924,981,304,1098,385,0,0.0,-1,-1,-1,-1,
1362,car,0.186,642,1220,316,1249,343,0,0.0,-1,-1,-1,-1,
1362,car,0.554,813,1275,318,1323,352,0,0.0,-1,-1,-1,-1,
1362,car,0.184,823,1252,316,1278,341,0,0.0,-1,-1,-1,-1,
1362,car,0.941,839,602,295,1012,537,1,0.767,661,461,752,486,
1362,car,0.425,848,1456,322,1514,381,0,0.0,-1,-1,-1,-1,
1362,car,0.432,850,1430,323,1507,379,0,0.0,-1,-1,-1,-1,
1362,car,0.478,868,1384,324,1436,362,0,0.0,-1,-1,-1,-1,
1362,car,0.376,854,1430,324,1479,377,0,0.0,-1,-1,-1,-1,
1362,car,0.148,888,1180,309,1223,349,0,0.0,-1,-1,-1,-1,
1362,car,0.755,889,1106,300,1187,369,0,0.0,-1,-1,-1,-1,
1362,car,0.413,890,1386,323,1446,370,0,0.0,-1,-1,-1,-1,
1362,car,0.542,896,1365,322,1398,357,0,0.0,-1,-1,-1,-1,
1362,person,0.745,792,583,268,631,416,0,0.0,-1,-1,-1,-1,
1362,person,0.706,803,504,292,553,421,0,0.0,-1,-1,-1,-1,
1362,car,0.527,911,1343,322,1382,353,0,0.0,-1,-1,-1,-1,
1362,car,0.331,924,974,304,1100,381,0,0.0,-1,-1,-1,-1,
1362,car,0.316,934,1313,319,1348,351,0,0.0,-1,-1,-1,-1,
1363,car,0.188,642,1220,316,1249,343,0,0.0,-1,-1,-1,-1,
1363,car,0.53,813,1274,318,1322,352,0,0.0,-1,-1,-1,-1,
1363,car,0.189,823,1252,316,1278,341,0,0.0,-1,-1,-1,-1,
1363,car,0.935,839,571,295,1005,544,1,0.524,631,467,723,493,
1363,car,0.418,848,1456,322,1514,381,0,0.0,-1,-1,-1,-1,
1363,car,0.431,850,1430,323,1506,379,0,0.0,-1,-1,-1,-1,
1363,car,0.468,868,1384,325,1436,362,0,0.0,-1,-1,-1,-1,
1363,car,0.373,854,1430,324,1479,377,0,0.0,-1,-1,-1,-1,
1363,car,0.224,888,1179,307,1223,348,0,0.0,-1,-1,-1,-1,
1363,car,0.73,889,1103,300,1188,371,0,0.0,-1,-1,-1,-1,
1363,car,0.399,890,1386,323,1446,371,0,0.0,-1,-1,-1,-1,
1363,car,0.535,896,1365,322,1398,357,0,0.0,-1,-1,-1,-1,
1363,person,0.686,792,585,269,632,404,0,0.0,-1,-1,-1,-1,
1363,person,0.693,803,506,292,554,421,0,0.0,-1,-1,-1,-1,
1363,car,0.525,911,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
1363,car,0.35,924,970,305,1101,380,0,0.0,-1,-1,-1,-1,
1363,car,0.35,934,1312,319,1349,350,0,0.0,-1,-1,-1,-1,
1364,car,0.227,642,1221,316,1251,343,0,0.0,-1,-1,-1,-1,
1364,car,0.525,813,1274,318,1319,351,0,0.0,-1,-1,-1,-1,
1364,car,0.216,823,1252,316,1279,341,0,0.0,-1,-1,-1,-1,
1364,car,0.922,839,537,293,995,557,1,0.341,597,475,695,501,
1364,car,0.42,848,1454,322,1514,381,0,0.0,-1,-1,-1,-1,
1364,car,0.446,850,1430,323,1510,380,0,0.0,-1,-1,-1,-1,
1364,car,0.467,868,1384,325,1436,362,0,0.0,-1,-1,-1,-1,
1364,car,0.376,854,1430,324,1479,377,0,0.0,-1,-1,-1,-1,
1364,car,0.234,888,1178,307,1225,347,0,0.0,-1,-1,-1,-1,
1364,car,0.764,889,1102,300,1187,373,0,0.0,-1,-1,-1,-1,
1364,car,0.408,890,1386,323,1446,371,0,0.0,-1,-1,-1,-1,
1364,car,0.538,896,1365,322,1398,357,0,0.0,-1,-1,-1,-1,
1364,person,0.581,792,588,272,634,390,0,0.0,-1,-1,-1,-1,
1364,person,0.68,803,507,291,556,420,0,0.0,-1,-1,-1,-1,
1364,car,0.519,911,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
1364,car,0.286,924,958,304,1100,390,0,0.0,-1,-1,-1,-1,
1364,car,0.417,934,1309,319,1349,350,0,0.0,-1,-1,-1,-1,
1365,car,0.241,642,1220,316,1251,343,0,0.0,-1,-1,-1,-1,
1365,car,0.547,813,1273,318,1318,351,0,0.0,-1,-1,-1,-1,
1365,car,0.213,823,1252,316,1278,341,0,0.0,-1,-1,-1,-1,
1365,car,0.919,839,500,292,983,566,1,0.633,562,482,663,510,
1365,car,0.419,848,1454,322,1514,381,0,0.0,-1,-1,-1,-1,
1365,car,0.446,850,1430,323,1512,380,0,0.0,-1,-1,-1,-1,
1365,car,0.478,868,1384,325,1436,362,0,0.0,-1,-1,-1,-1,
1365,car,0.378,854,1430,324,1479,377,0,0.0,-1,-1,-1,-1,
1365,car,0.275,888,1178,307,1228,346,0,0.0,-1,-1,-1,-1,
1365,car,0.757,889,1099,299,1188,375,0,0.0,-1,-1,-1,-1,
1365,car,0.42,890,1386,323,1445,370,0,0.0,-1,-1,-1,-1,
1365,car,0.548,896,1365,322,1398,357,0,0.0,-1,-1,-1,-1,
1365,person,0.52,792,585,274,633,372,0,0.0,-1,-1,-1,-1,
1365,person,0.621,803,508,289,557,411,0,0.0,-1,-1,-1,-1,
1365,car,0.525,911,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
1365,car,0.113,924,957,305,1099,385,0,0.0,-1,-1,-1,-1,
1365,car,0.403,934,1308,319,1350,349,0,0.0,-1,-1,-1,-1,
1366,car,0.246,642,1219,316,1251,344,0,0.0,-1,-1,-1,-1,
1366,car,0.514,813,1273,318,1316,351,0,0.0,-1,-1,-1,-1,
1366,car,0.214,823,1253,316,1278,342,0,0.0,-1,-1,-1,-1,
1366,car,0.923,839,459,291,972,580,1,0.424,519,491,625,520,
1366,car,0.417,848,1454,322,1514,381,0,0.0,-1,-1,-1,-1,
1366,car,0.448,850,1430,322,1507,379,0,0.0,-1,-1,-1,-1,
1366,car,0.472,868,1384,325,1437,362,0,0.0,-1,-1,-1,-1,
1366,car,0.378,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1366,car,0.282,888,1178,308,1226,347,0,0.0,-1,-1,-1,-1,
1366,car,0.724,889,1098,299,1187,375,1,0.285,1177,299,1186,327,
1366,car,0.411,890,1386,323,1446,370,0,0.0,-1,-1,-1,-1,
1366,car,0.525,896,1365,323,1398,357,0,0.0,-1,-1,-1,-1,
1366,person,0.126,792,584,274,637,355,0,0.0,-1,-1,-1,-1,
1366,person,0.159,803,510,294,557,398,0,0.0,-1,-1,-1,-1,
1366,car,0.503,911,1345,321,1382,352,0,0.0,-1,-1,-1,-1,
1366,car,0.103,924,957,306,1098,379,0,0.0,-1,-1,-1,-1,
1366,car,0.411,934,1307,319,1349,348,0,0.0,-1,-1,-1,-1,
1366,car,0.367,942,985,306,1084,343,0,0.0,-1,-1,-1,-1,
1367,car,0.224,642,1220,316,1251,344,0,0.0,-1,-1,-1,-1,
1367,car,0.494,813,1272,319,1314,351,0,0.0,-1,-1,-1,-1,
1367,car,0.21,823,1253,316,1278,342,0,0.0,-1,-1,-1,-1,
1367,car,0.943,839,414,290,960,594,1,0.372,476,502,583,533,
1367,car,0.414,848,1454,322,1514,381,0,0.0,-1,-1,-1,-1,
1367,car,0.442,850,1430,322,1506,379,0,0.0,-1,-1,-1,-1,
1367,car,0.478,868,1384,325,1437,362,0,0.0,-1,-1,-1,-1,
1367,car,0.378,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1367,car,0.308,888,1177,308,1228,348,0,0.0,-1,-1,-1,-1,
1367,car,0.711,889,1097,299,1187,376,0,0.0,-1,-1,-1,-1,
1367,car,0.416,890,1386,323,1446,371,0,0.0,-1,-1,-1,-1,
1367,car,0.534,896,1365,323,1398,356,0,0.0,-1,-1,-1,-1,
1367,car,0.502,911,1345,321,1382,352,0,0.0,-1,-1,-1,-1,
1367,car,0.142,924,981,307,1096,372,0,0.0,-1,-1,-1,-1,
1367,car,0.42,934,1307,319,1348,348,0,0.0,-1,-1,-1,-1,
1367,car,0.419,942,986,307,1085,343,0,0.0,-1,-1,-1,-1,
1368,car,0.193,642,1221,315,1254,344,0,0.0,-1,-1,-1,-1,
1368,car,0.518,813,1270,319,1314,351,0,0.0,-1,-1,-1,-1,
1368,car,0.203,823,1253,317,1278,342,0,0.0,-1,-1,-1,-1,
1368,car,0.939,839,364,288,946,608,1,0.333,425,511,540,544,
1368,car,0.426,848,1454,322,1514,381,0,0.0,-1,-1,-1,-1,
1368,car,0.443,850,1430,322,1505,379,0,0.0,-1,-1,-1,-1,
1368,car,0.48,868,1384,325,1436,362,0,0.0,-1,-1,-1,-1,
1368,car,0.383,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1368,car,0.294,888,1176,308,1229,351,0,0.0,-1,-1,-1,-1,
1368,car,0.713,889,1096,298,1186,376,0,0.0,-1,-1,-1,-1,
1368,car,0.412,890,1386,323,1446,371,0,0.0,-1,-1,-1,-1,
1368,car,0.531,896,1365,323,1397,357,0,0.0,-1,-1,-1,-1,
1368,car,0.508,911,1345,321,1382,352,0,0.0,-1,-1,-1,-1,
1368,car,0.139,924,991,307,1093,368,0,0.0,-1,-1,-1,-1,
1368,car,0.419,934,1306,319,1348,348,0,0.0,-1,-1,-1,-1,
1368,car,0.52,942,985,307,1086,343,0,0.0,-1,-1,-1,-1,
1369,car,0.157,642,1222,314,1255,345,0,0.0,-1,-1,-1,-1,
1369,car,0.558,813,1269,319,1313,349,0,0.0,-1,-1,-1,-1,
1369,car,0.182,823,1253,318,1279,342,0,0.0,-1,-1,-1,-1,
1369,car,0.941,839,308,288,932,625,0,0.0,-1,-1,-1,-1,
1369,car,0.462,850,1429,323,1510,380,0,0.0,-1,-1,-1,-1,
1369,car,0.491,868,1384,325,1437,362,0,0.0,-1,-1,-1,-1,
1369,car,0.387,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1369,car,0.324,888,1177,309,1232,351,0,0.0,-1,-1,-1,-1,
1369,car,0.708,889,1094,297,1185,378,0,0.0,-1,-1,-1,-1,
1369,car,0.424,890,1386,323,1445,370,0,0.0,-1,-1,-1,-1,
1369,car,0.544,896,1364,323,1397,357,0,0.0,-1,-1,-1,-1,
1369,car,0.503,911,1345,322,1382,352,0,0.0,-1,-1,-1,-1,
1369,car,0.399,934,1305,319,1347,348,0,0.0,-1,-1,-1,-1,
1369,car,0.494,942,984,306,1083,343,0,0.0,-1,-1,-1,-1,
1370,car,0.18,642,1222,314,1255,345,0,0.0,-1,-1,-1,-1,
1370,car,0.574,813,1268,319,1312,350,0,0.0,-1,-1,-1,-1,
1370,car,0.163,823,1254,318,1279,342,0,0.0,-1,-1,-1,-1,
1370,car,0.929,839,246,285,918,644,1,0.398,304,539,431,576,
1370,car,0.479,850,1428,323,1512,381,0,0.0,-1,-1,-1,-1,
1370,car,0.487,868,1385,325,1436,362,0,0.0,-1,-1,-1,-1,
1370,car,0.383,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1370,car,0.399,888,1175,306,1229,352,0,0.0,-1,-1,-1,-1,
1370,car,0.765,889,1091,299,1184,380,1,0.354,1173,299,1183,330,
1370,car,0.427,890,1387,323,1446,370,0,0.0,-1,-1,-1,-1,
1370,car,0.548,896,1364,323,1397,357,0,0.0,-1,-1,-1,-1,
1370,car,0.505,911,1344,322,1383,352,0,0.0,-1,-1,-1,-1,
1370,car,0.419,934,1304,319,1346,348,0,0.0,-1,-1,-1,-1,
1370,car,0.452,942,987,306,1079,343,0,0.0,-1,-1,-1,-1,
1370,car,0.406,948,881,308,951,354,0,0.0,-1,-1,-1,-1,
1370,car,0.261,848,1463,323,1514,381,0,0.0,-1,-1,-1,-1,
1371,car,0.191,642,1223,313,1255,345,0,0.0,-1,-1,-1,-1,
1371,car,0.525,813,1268,319,1311,350,0,0.0,-1,-1,-1,-1,
1371,car,0.167,823,1254,318,1279,342,0,0.0,-1,-1,-1,-1,
1371,car,0.921,839,176,282,904,662,1,0.447,231,554,368,597,
1371,car,0.476,850,1428,323,1513,381,0,0.0,-1,-1,-1,-1,
1371,car,0.485,868,1385,325,1436,362,0,0.0,-1,-1,-1,-1,
1371,car,0.384,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1371,car,0.382,888,1175,306,1231,352,0,0.0,-1,-1,-1,-1,
1371,car,0.801,889,1087,299,1183,381,0,0.0,-1,-1,-1,-1,
1371,car,0.414,890,1387,323,1445,370,0,0.0,-1,-1,-1,-1,
1371,car,0.548,896,1364,323,1397,357,0,0.0,-1,-1,-1,-1,
1371,car,0.485,911,1344,322,1382,352,0,0.0,-1,-1,-1,-1,
1371,car,0.428,934,1305,319,1346,348,0,0.0,-1,-1,-1,-1,
1371,car,0.456,942,987,305,1078,344,0,0.0,-1,-1,-1,-1,
1371,car,0.362,948,884,307,946,354,0,0.0,-1,-1,-1,-1,
1371,car,0.239,848,1465,323,1513,381,0,0.0,-1,-1,-1,-1,
1372,car,0.202,642,1222,313,1255,346,0,0.0,-1,-1,-1,-1,
1372,car,0.492,813,1266,319,1310,350,0,0.0,-1,-1,-1,-1,
1372,car,0.173,823,1253,318,1279,342,0,0.0,-1,-1,-1,-1,
1372,car,0.926,839,96,279,885,686,1,0.344,140,572,295,620,
1372,car,0.478,850,1428,323,1513,381,0,0.0,-1,-1,-1,-1,
1372,car,0.497,868,1385,325,1436,362,0,0.0,-1,-1,-1,-1,
1372,car,0.395,854,1429,324,1479,377,0,0.0,-1,-1,-1,-1,
1372,car,0.404,888,1176,308,1232,351,0,0.0,-1,-1,-1,-1,
1372,car,0.816,889,1085,299,1182,382,0,0.0,-1,-1,-1,-1,
1372,car,0.429,890,1387,323,1445,370,0,0.0,-1,-1,-1,-1,
1372,car,0.541,896,1365,323,1397,357,0,0.0,-1,-1,-1,-1,
1372,car,0.486,911,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
1372,car,0.442,934,1305,319,1345,348,0,0.0,-1,-1,-1,-1,
1372,car,0.455,942,988,305,1077,344,0,0.0,-1,-1,-1,-1,
1372,car,0.421,948,883,309,960,354,0,0.0,-1,-1,-1,-1,
1372,car,0.249,848,1466,323,1513,381,0,0.0,-1,-1,-1,-1,
1372,car,0.374,953,1268,320,1341,350,0,0.0,-1,-1,-1,-1,
1373,car,0.225,642,1222,314,1254,347,0,0.0,-1,-1,-1,-1,
1373,car,0.451,813,1267,320,1309,348,0,0.0,-1,-1,-1,-1,
1373,car,0.203,823,1253,318,1279,342,0,0.0,-1,-1,-1,-1,
1373,car,0.927,839,23,277,868,714,0,0.0,-1,-1,-1,-1,
1373,car,0.469,850,1428,323,1513,381,0,0.0,-1,-1,-1,-1,
1373,car,0.483,868,1385,325,1436,362,0,0.0,-1,-1,-1,-1,
1373,car,0.382,854,1428,324,1479,377,0,0.0,-1,-1,-1,-1,
1373,car,0.461,888,1176,310,1231,352,0,0.0,-1,-1,-1,-1,
1373,car,0.857,889,1082,299,1181,383,0,0.0,-1,-1,-1,-1,
1373,car,0.416,890,1386,323,1446,370,0,0.0,-1,-1,-1,-1,
1373,car,0.532,896,1365,323,1397,357,0,0.0,-1,-1,-1,-1,
1373,car,0.495,911,1344,321,1380,352,0,0.0,-1,-1,-1,-1,
1373,car,0.444,934,1304,319,1344,347,0,0.0,-1,-1,-1,-1,
1373,car,0.465,942,990,305,1076,344,0,0.0,-1,-1,-1,-1,
1373,car,0.435,948,883,309,964,354,0,0.0,-1,-1,-1,-1,
1373,car,0.243,848,1466,323,1513,381,0,0.0,-1,-1,-1,-1,
1374,car,0.197,642,1217,314,1250,348,0,0.0,-1,-1,-1,-1,
1374,car,0.478,813,1267,320,1308,348,0,0.0,-1,-1,-1,-1,
1374,car,0.198,823,1252,318,1279,343,0,0.0,-1,-1,-1,-1,
1374,car,0.94,839,0,275,849,747,0,0.0,-1,-1,-1,-1,
1374,car,0.472,850,1428,323,1513,381,0,0.0,-1,-1,-1,-1,
1374,car,0.484,868,1385,325,1436,362,0,0.0,-1,-1,-1,-1,
1374,car,0.381,854,1428,324,1479,377,0,0.0,-1,-1,-1,-1,
1374,car,0.492,888,1176,310,1233,352,0,0.0,-1,-1,-1,-1,
1374,car,0.863,889,1079,299,1181,384,0,0.0,-1,-1,-1,-1,
1374,car,0.42,890,1386,323,1446,370,0,0.0,-1,-1,-1,-1,
1374,car,0.534,896,1365,323,1397,357,0,0.0,-1,-1,-1,-1,
1374,car,0.493,911,1343,321,1380,352,0,0.0,-1,-1,-1,-1,
1374,car,0.485,934,1303,319,1344,347,0,0.0,-1,-1,-1,-1,
1374,car,0.434,942,992,305,1075,344,0,0.0,-1,-1,-1,-1,
1374,car,0.401,948,883,308,965,354,0,0.0,-1,-1,-1,-1,
1374,car,0.238,848,1466,323,1513,381,0,0.0,-1,-1,-1,-1,
1375,car,0.492,813,1266,319,1307,347,0,0.0,-1,-1,-1,-1,
1375,car,0.199,823,1253,317,1281,344,0,0.0,-1,-1,-1,-1,
1375,car,0.949,839,0,275,827,787,0,0.0,-1,-1,-1,-1,
1375,car,0.455,850,1428,323,1514,381,0,0.0,-1,-1,-1,-1,
1375,car,0.459,868,1385,325,1436,362,0,0.0,-1,-1,-1,-1,
1375,car,0.372,854,1428,324,1477,377,0,0.0,-1,-1,-1,-1,
1375,car,0.499,888,1178,310,1235,353,0,0.0,-1,-1,-1,-1,
